,id,name,brewery_type,city,postal_code,country,longitude,latitude,phone,website_url,state,street
6335,7713be83-2ff6-4dc5-a28e-a4f629978402,san diego brewing co,brewpub,san diego,92120-2311,united states,,,6192842739,http://www.sandiegobrewing.com,california,10450 friars rd ste l
6336,38bb7b37-a035-4e52-bc15-a0ea83eaadce,san fernando brewing co.,micro,san fernando,91340-2525,united states,-118.4322067,34.2828803,8187456175,http://www.sanfernandobrewingcompany.com,california,425 park ave
6337,6a2f7b58-6a84-4646-8362-13b9627e3f44,san francisco brewing co,proprietor,san francisco,94109,united states,-122.4231232,37.80583356,4154842337,http://www.sfbrewingco.com,california,3150 polk st
6338,3fa2f628-3f13-49be-a49c-b6177d912497,san gabriel river brewery inc,micro,liberty hill,78642-4610,united states,,,5126279384,http://www.sangabrielriverbrewery.com,texas,500 chaparral dr
6340,7b341956-e6d2-42ac-8bd9-92768a5b3813,san juan island brewing company,brewpub,friday harbor,98250,united states,-123.0150233,48.53276541,3603782017,http://www.sanjuanbrew.com,washington,410 a st
6341,b700e34a-5e67-416c-8815-af29b022e719,san luis valley brewing co,brewpub,alamosa,81101-2557,united states,-105.8742898,37.4681813,7195872337,http://www.slvbrewco.com,colorado,631 main st
6342,4c2264d2-8a00-45a5-8b96-32afe58d4901,san marcos brewery and grill,closed,san marcos,92078-4099,united states,-117.190881,33.13459973,7604710050,,california,1080 w san marcos blvd ste 180
6343,c9931839-cd28-466a-8cde-d26a831b71bd,san pedro brewing co,brewpub,san pedro,90731-3317,united states,-118.2842712,33.7386421,3108315663,http://www.sanpedrobrewing.com,california,331 w 6th st
6344,c5b7b93b-7ce2-4e53-8515-12ec1bd8475d,sanctuary brewing company,micro,hendersonville,28792-5191,united states,-82.45881412,35.31453259,8285959956,http://www.sanctuarybrewco.com,north carolina,147 1st ave e
6345,b2d75de8-293f-4e95-a6fb-fce2df0d81f8,sanctuary spirits,micro,grand ledge,48837-9419,united states,-84.73453638,42.7407777,5179251930,http://www.sanctuaryspirits.com,michigan,902 e saginaw hwy
6346,572aab42-ff5c-4136-86ae-82c8f3218f6f,sanctum alehouse,brewpub,chula vista,91911,united states,-117.0767872,32.59580926,,,california,2638 main st ste m
6347,278660c9-4773-468f-aa9f-19216b762d37,sanctum brewing co,closed,pomona,91767-5649,united states,-117.7405025,34.05970244,9093450253,http://www.sanctumbrewing.com,california,560 e commercial st ste 21
6348,5dbae73d-6b77-43fe-ac8b-034105c154a0,sand city brewing co.,micro,northport,11768-1722,united states,-73.3508587,40.8998983,9177965672,http://www.sandcitybeer.com,new york,60 main st
6349,cf190fc8-5842-4e12-8fd3-80b1fda0bf4e,sand creek brewing co,micro,black river falls,54615,united states,-90.85115523,44.29279126,7152847553,http://www.sandcreekbrewing.com,wisconsin,320 pierce st
6351,75b2ab04-6d86-4928-8953-d60c4b1c172e,sandhill crane vineyards,micro,jackson,49201-9613,united states,,,5177640679,http://www.sandhillcranevineyards.com,michigan,4724 walz rd
6352,e6a58a3a-06ff-4f7e-a54d-a025199a176f,sandude brewing co,micro,turlock,95380-6254,united states,-120.859873,37.479896,2096781547,,california,1401 freitas park
6353,1cb033df-d217-475d-8b40-90af3a179934,sandy springs brewing company,brewpub,minerva,44657-1616,united states,-81.10382014,40.72956679,3304516926,http://www.sandyspringsbrewery.com,ohio,232 n market st
6354,e0e79155-5263-49c9-b001-df29d38fe160,sandy valley brewing co,micro,hillsboro,63050,united states,-90.476661,38.30122,6364755008,http://www.sandyvalleybrewingcompany.com,missouri,3660 linhorst rd
6355,2199b077-5cfa-4a8a-81bb-2be99e73338e,sanford brewing company,brewpub,sanford,32771-1971,united states,-81.265044,28.808877,4077326419,http://www.sanfordbrewing.com,florida,400 sanford ave
6356,59639100-39ec-491e-bbe4-680013452e0b,sanitas brewing co,micro,boulder,80301-2430,united states,,,2152667762,http://www.sanitasbrewing.com/,colorado,3550 frontier ave ste a
6357,bdd2577c-fb11-4237-a32a-a9d0f3f680d2,santa barbara brewing co,brewpub,santa barbara,93101-1601,united states,-119.7526684,34.4404959,8057301040,http://www.sbbrewco.com,california,501 state st
6358,b02f2e1a-349c-40f4-bca2-69aeaf0e3a68,santa clara valley brewing,micro,san jose,95112-5944,united states,-121.8738718,37.31635308,4082885181,http://www.scvbrewing.com,california,101 e alma ave
6359,c9e0d728-076b-4867-a9d9-a2f20ff24e25,santa cruz aleworks,closed,santa cruz,95060-2114,united states,-122.0385924,36.98680136,8314251182,http://www.santacruzaleworks.com,california,150 dubois st ste e
6360,446040d3-601c-4f9e-be86-ba4280b89b33,santa cruz mountain brewing,brewpub,santa cruz,95060-5869,united states,-122.0481007,36.95925318,,,california,402 ingalls st ste 27
6361,3a366221-e927-47b5-a137-a553b82c3245,santa fe brewing co,regional,santa fe,87508-4493,united states,-106.0515883,35.59654205,5054243333,http://www.santafebrewing.com,new mexico,35 fire place
6362,abf360a2-84d7-491c-a372-e6eabc07f4a0,santa maria brewing co,micro,atascadero,93422,united states,-120.6576002,35.47776332,8055457702,http://www.santamariabrewingco.com,california,7935 san luis ave
6363,ede87167-b083-49b4-880e-6c8167e1662d,santa maria brewing co,brewpub,nipomo,93444,united states,-120.4364431,34.99599466,8059251555,http://www.santamariabrewingco.com,california,115 cuyama ln
6364,05f35e24-25fa-4cd8-9701-4b1ef9d6bc8b,santa maria brewing co,closed,santa maria,93455-1404,united states,-120.4628795,34.91399145,,http://www.santamariabrewingco.com,california,1451 fairway dr
6365,804be063-5e93-4657-a2ee-b89d73f11a00,santa monica brew works,micro,santa monica,90404-3414,united states,-118.4765129,34.02565745,3108287629,http://www.santamonicabrewworks.com,california,1920 colorado ave ste c
6366,85619fb4-6a1c-48b5-8280-4962b2eb67df,santan brewing co,regional,chandler,85225-7862,united states,-111.8423459,33.3032436,4809178700,http://www.santanbrewing.com,arizona,8 s san marcos pl
6368,a48a79db-2554-4e84-8112-088ceaa4f2ad,santan brewing co - uptown chandler,micro,chandler,85225,united states,-111.8384052,33.3352048,4809178700,,arizona,495 e. warner rd.
6369,229523be-7783-46ed-a5cc-ff15ea7f01eb,sante adairius rustic ales,micro,capitola,95010-3641,united states,-121.9405748,36.9822865,8313454867,http://www.rusticales.com,california,103 kennedy dr
6370,fcebcda3-2a5d-48a2-8cfb-2e86214550e2,santiam brewing co,micro,salem,97302-1501,united states,-123.0209084,44.91644665,5035075257,http://www.santiambrewing.com,oregon,2544 19th st se
6371,b1cb9fee-8488-43dd-9073-5cb426b580fc,sapphire mountain brewing co,contract,sapphire,28774-9405,united states,,,8287430220,http://www.sapphiremountainbrewingcompany.com,north carolina,50 slicers ave
6373,9d2d554a-e0e4-49d9-9fc7-617440346398,saranac brewery / matt brewing co,regional,utica,13502-4001,united states,-75.24414622,43.10355567,3156242400,http://www.saranac.com,new york,811 edward st
6374,86e2d1b2-4613-441a-a543-e762718d3153,sarasota brewing co,brewpub,sarasota,34231-5805,united states,-82.5163259,27.26007897,9419252337,http://www.sarasotabrewing.com,florida,6607 gateway ave
6375,e590ffd3-4144-4edb-8a5b-cb24c3d84072,sasquatch brewery,micro,portland,97210-2015,united states,-122.7125709,45.54008922,5038415687,http://www.sasquatchbrewery.com,oregon,2531 nw 30th ave
6376,92208a7f-cada-48db-92cd-ecae370557a6,sasquatch pub,brewpub,portland,97239,united states,-122.6988132,45.4776303,5038415687,,oregon,6440 sw capitol hwy.
6377,6e9c8574-d73b-4da3-927a-275f91b0bc87,sato brewpub,brewpub,buffalo,14202-4125,united states,-78.87693971,42.88186146,7162481436,http://www.satobrewpub.com,new york,110 pearl st
6378,c930a583-8540-418a-aaf2-d0042d20f5a6,satulah mountain brewing co,micro,highlands,28741,united states,-83.19553951,35.05400622,8284829794,http://www.satulahmountainbrewing.com,north carolina,454 carolina way
6379,62723af7-e8b2-4831-b708-b39756691eeb,sauced bbq & spirits,contract,livermore,94550-3141,united states,-121.7679156,37.68288154,9259611300,http://www.saucedbbqandspirits.com,california,2300 1st st ste 120
6380,2fa37cd3-a1d8-4a64-a244-f1059f2df9f7,saucony creek brewing company,micro,kutztown,19530-9275,united states,-75.79700353,40.50149993,6106833128,http://www.sauconycreekbrewing.com,pennsylvania,15032 kutztown rd
6381,6a08ad19-89d0-4c1a-b5ef-1cdb106a5f07,saucy brew works,brewpub,cleveland,44113-2765,united states,-81.7105691,41.4894793,2166662568,http://www.saucybrewworks.com,ohio,2885 detroit ave
6382,3318789a-72b4-44fd-ba6c-64200fbe52bd,saugatuck brewing co,micro,douglas,49406-5195,united states,-86.2120077,42.62989386,2698577222,http://www.saugatuckbrewing.com,michigan,2948 blue star hwy
6383,c098878d-1e3d-4eb0-9d15-df944e2fbdbb,savagewood brewing company,micro,san diego,92131-1058,united states,-117.1130008,32.91329511,8585770350,http://www.savagewoodbrewing.com,california,9879 hibert st ste f
6385,60fde094-f45d-4e98-a136-f342a35f7e8d,savannah river brewing company,micro,augusta,30901-2414,united states,-81.96288082,33.46534536,7064268212,http://www.savannahriverbrew.com,georgia,813 5th st
6386,e72050e0-715e-4333-b2a0-d8b04e2cd0f7,save the world brewing co,micro,marble falls,78654-3983,united states,,,8306377654,http://www.savetheworldbrewing.com,texas,1510 resource pkwy
6388,6a5802e9-b70d-425e-bf9e-028ff8efe332,sawmill brewing co,micro,merrill,54452-1221,united states,-89.6830878,45.18859223,7157720230,http://www.sawmillbrewing.net,wisconsin,1110 e 10th st
6389,ecbd9c7e-4207-4b40-a9ca-682fa1bb77fc,sawmill pizza and brew shed,brewpub,clear lake,54005,united states,-92.29614,45.252594,,http://www.weddingsinechovalley.com,wisconsin,805 30th ave
6390,32f0c8a3-8dcd-42d1-b442-0bb9daa32b1e,sawtooth brewery,brewpub,hailey,83333-7027,united states,-114.319764,43.522311,2087883213,http://www.sawtoothbrewery.com,idaho,110 n river st
6391,b4425c01-a64b-4017-a203-36c1b55e9875,sawtooth brewery - ketchum public house,brewpub,ketchum,83340,united states,-114.366822,43.683736,2087266803,https://www.sawtoothbrewery.com,idaho,631 warm springs rd
6392,daf5e811-f7a2-4056-aa17-aa128febf931,scale house brewery,brewpub,hector,14841-9662,united states,,,6075462030,http://www.scalehousebrews.com,new york,5930 state route 414
6393,0b6d5f3a-a88a-48c1-9666-39f6296cccfd,scale house brewery & pub,brewpub,ithaca,14850-1682,united states,,,6072570107,http://www.scalehousebrewpub.com,new york,23 cinema dr ste c
6394,5fcdd943-951a-44ea-8b85-991d5693e870,scamp brewing co,micro,auburn,98002-1600,united states,-122.224267,47.321914,,http://www.scampbrewing.com,washington,402 16th st ne ste 107
6395,7f3deb67-f5c3-41d3-87fb-e7cfad259674,scantic river brewery,micro,hampden,01036-9624,united states,-72.58331688,42.04303611,4132049163,http://www.scanticriverbrewery.com,massachusetts,25 mill rd
6396,f4dfd9ef-1936-4d1a-b0b5-9358543a3ede,scarlet lane brewing company llc,micro,mccordsville,46055-6173,united states,-85.92438159,39.89477286,,http://www.scarletlanebrew.com,indiana,7724 depot st
6397,2e2572a7-488b-410b-a5fd-63ec7988306f,scatter creek brewing,closed,tenino,98589-9360,united states,,,3602649463,http://www.facebook.com/scattercreekbrewing/,washington,237 sussex ave w
6398,1f876d25-9192-45b7-a71f-3c184d4608e0,schilling beer co,brewpub,littleton,03561-4000,united states,-71.77281065,44.30592045,6034444800,http://www.schillingbeer.com,new hampshire,18 mill st
6399,bd3648d3-4497-4f53-ac4f-c267a2c7f938,schillingbridge winery & microbrewery,brewpub,pawnee city,68420-3584,united states,-96.163742,40.115124,4028522400,http://www.schillingbridgewinery.com,nebraska,62193 710th rd
6401,e918f066-b632-4423-96cf-b46c3aa3cf47,"schlafly beer/the saint louis brewery, llc",regional,saint louis,63103-1616,united states,-90.20969425,38.63298865,3142412337,http://www.schlafly.com,missouri,2100 locust st
6402,e1cf911d-240b-4393-9a85-9b70efb965ca,schlafly bottleworks,regional,saint louis,63143-2454,united states,,,3142412337,http://www.schlafly.com,missouri,1 schlafly plz
6403,c69231e2-6ff1-4d14-a940-02a8b551d03b,schlafly bottleworks maplewood,regional,maplewood,63143,united states,-90.314774,38.613184,3142412337,http://www.schlafly.com,missouri,7260 southwest ave
6405,a239dc38-7483-4766-8ac7-5eace6440bf7,schmohz brewery,micro,grand rapids,49546-6394,united states,,,6169490860,http://www.schmohz.com,michigan,2600 patterson ave se ste 1
6406,a653b55e-ebee-4ec6-9fa2-c83bf8e28ad6,schnitz brewery,brewpub,jasper,47546-1600,united states,-86.937703,38.405985,8128482739,http://www.schnitzbrewery.com,indiana,2031 newton st
6407,dcc836be-93ad-4da8-a51a-2bcb1d07cb94,scholb premium ales,micro,torrance,90503-3806,united states,-118.339288,33.8431475,4243507303,http://www.drinkscholb.com,california,2964 columbia st
6408,c8b87f2f-ce4a-4fee-affc-f8015b83ef9d,schooner exact brewing co,micro,seattle,98134-2236,united states,-122.3354879,47.5678008,2064329734,,washington,3901 1st ave s
6409,1331451d-a64f-49f8-adc1-ea7aac9cf68a,schram vineyards winery & brewery,micro,waconia,55387-9634,united states,-93.74364727,44.84415744,9524425105,http://schramvineyards.com,minnesota,8785 airport rd
6410,a66c4f44-cf09-494e-90db-e427ef72d578,schubros brewery,closed,san ramon,94583-1305,united states,-121.9631014,37.7790836,9253270700,http://www.schubros.com,california,12893 alcosta blvd ste n
6411,350717f8-b847-46ff-b577-8599466f7fb6,schulz brau brewing company,micro,knoxville,37917-7116,united states,-83.9273236,35.97675726,8002459764,http://www.schulzbraubrewing.com,tennessee,126 bernard ave
6415,f58d5583-7c68-4fb8-a080-54cfcec66cd7,scofflaw brewing co,micro,atlanta,30318-2022,united states,,,4049153392,http://www.scofflawbeer.com,georgia,1738 macarthur blvd nw
6416,1d66e2c7-e688-4e8c-9892-cb55efcfd9ab,sconnie beverage,contract,oconomowoc,53066,united states,,,6085563112,http://www.sconniebeer.com,wisconsin,1403 n summit aveâ
6417,dbe83f45-6248-4232-bac6-8ade9979c56e,scorched earth brewing co.,micro,algonquin,60102-3537,united states,-88.3039697,42.17091094,2242098472,http://scorchedearthbrewing.com,illinois,203 berg st
6418,068a0a40-a868-4525-9b1f-c895586877aa,scorpion brewing,micro,owings,20736,united states,,,7033072400,http://www.scorpionbrewing.com,maryland,"929 skinners turn rd, suite 100"
6420,71b905fe-e308-47aa-a165-0c9f2c658b78,scottsdale beer company,brewpub,scottsdale,85260-6614,united states,-111.8951852,33.5828595,4802191844,http://www.scottsdalebeercompany.com,arizona,8608 e shea blvd
6421,07ef764b-6b3d-458b-b39e-7b352b36dd42,scotty's bierwerks,micro,cape coral,33909-7446,united states,,,2398885482,http://www.facebook.com/scottysbierwerks,florida,901 e industrial cir unit 1-3
6422,97776b9a-6d25-4cb8-8574-f4a2c3d3ad0d,scout beer,micro,portland,97214-3585,united states,-122.6555905,45.51201892,5032064735,http://www.scoutpdx.com,oregon,1516 se 10th ave
6423,044daf89-a298-426b-8193-0d8e09ede364,scrappy punk brewing,micro,snohomish,98290-,united states,-122.0801049,47.91365567,5038101655,http://www.facebook.com/scrappypunkbrew,washington,9029a 112th dr se
6424,6242defc-11ab-46ad-a435-eddc69d58756,scratch brewing company,brewpub,ava,62907-2658,united states,,,6184261415,http://www.scratchbeer.com,illinois,264 thompson rd
6425,cb1ffe91-e2d8-44fc-81e3-1e8a742a7843,scratchtown brewing company,micro,ord,68862-1415,united states,-98.92940309,41.60253006,3087285050,http://www.scratchtownbrewingcompany.com,nebraska,141 s 16th st
6426,d5fb9c48-3b06-4de5-8074-cd11808cac23,screamin hill brewery,micro,cream ridge,08514-1617,united states,,,,http://www.screaminhill.com,new jersey,83 emleys hill rd
6427,f0feae2a-8472-4d11-bceb-c29b4bbeffa4,screech owl brewing,micro,bruceton mills,26525-5889,united states,-79.5659678,39.5887952,3043794777,http://www.screechowlbrewing.com,west virginia,2323 ralph livengood rd
6428,30d98f8f-0014-4fd4-9b6e-fcac439bc151,scriptown brewing company,micro,omaha,68131-3014,united states,-95.972931,41.257977,4029910506,http://www.scriptownbrewing.com,nebraska,3922 farnam st blackstone district
6429,1ed447e0-fcb5-4026-bc88-2c70814b52f1,scuttlebutt brewing co,micro,everett,98201-4518,united states,-122.1943218,47.9736304,4252579316,http://www.scuttlebuttbrewing.com,washington,3314 cedar st
6430,189df38b-d6a6-40c0-917e-5b172be8d859,sea dog brewing,micro,camden,04843-1703,united states,-69.064576,44.209809,,http://www.seadogbrewing.com,maine,1 main st
6431,a573715c-9468-4d3f-b90c-4c5754e87531,sea dog brewing co,brewpub,conway,03860,united states,-71.1217669,44.0333227,6033560590,,new hampshire,1976 white mountain hwy #9
6432,d6accc58-89f9-43fd-bb06-e87a48ed9f2c,sea dog brewing co - bangor,brewpub,bangor,04401-6418,united states,-68.770233,44.7966948,2079478009,http://www.seadogbrewing.com,maine,26 front st
6433,bf3c0dbf-53cf-40d9-906a-baf2a57bc0a6,sea dog brewing co - clearwater,micro,clearwater,33761-3580,united states,,,7274664916,http://www.seadogbrewing.com,florida,26200 us highway 19 n
6434,85958926-717c-4fd4-a9b1-b57958058c21,sea dog brewing co - s. portland,brewpub,s portland,04106-2413,united states,-70.31903067,43.63519195,2078717000,http://www.seadogbrewing.com,maine,125 western ave
6435,f7602a9d-bf7e-4e26-8c22-4aff954ad271,sea drift ales and lagers,micro,largo,33770-1834,united states,,,7275847772,http://www.barleymowbrewingco.com,florida,521 commerce dr
6436,dde59fe8-b384-4d8e-aaae-9d839bfad135,seabright brewery,brewpub,santa cruz,95062-3482,united states,-122.0083656,36.96771277,8314262739,http://www.seabrightbrewery.com,california,519 seabright ave ste 107
6438,cef54495-bcfb-4672-9335-78da5a59762c,seapine brewing company,micro,seattle,98134-1815,united states,-122.3355003,47.5760786,5309028110,http://www.seapinebrewing.com,washington,2959 utah ave s
6439,e42de666-0123-4bb0-a9bd-7fb4617eae11,seaquake brewing,brewpub,crescent city,95531-4369,united states,-124.200063,41.749045,7074654444,http://www.seaquakebrewing.com,california,400 front st
6440,0b81578c-acb4-4b15-b44d-3ea83bed8115,seaside brewery,brewpub,seaside,97138-6823,united states,-123.9223842,45.99299261,5037175451,http://www.seasidebrewery.com,oregon,851 broadway st
6441,693d0204-ed8c-4c03-a842-f385ca0c8a2b,sebago brewing co,micro,gorham,04038-2646,united states,,,,,maine,48 sanford dr
